logical_deal_id,target_name,date_announced,matched_cik,accession_number,filing_date,days_lag,mda_word_count,risk_word_count,deal_id,deal_status,number_of_days_between_date_announced_and_date_effective,percentage_of_shares_held_by_acquiror_6_months_prior_to_announcement,target_share_price_1_day_prior_to_announcement_usd,target_share_price_1_week_prior_to_announcement_usd,target_share_price_4_weeks_prior_to_announcement_usd,date_effective,share_price_paid_by_acquiror_for_target_shares_usd,premium_paid_1_day_prior_to_announcement,premium_paid_4_weeks_prior_to_announcement,premium_paid_1_week_prior_to_announcement,target_financial_advisors_name,consideration_price_per_share_usd,target_nation,acquirer_name,target_primary_sic,target_public_status,acquiror_ultimate_parent_name,final_stake_pct,percentage_of_cash,percentage_of_stock,target_ticker,deal_type,deal_value_usd_millions,rank_value_including_net_debt_of_target_usd_millions,percentage_of_shares_owned_after_transaction,acquiror_financial_advisors_name,date_withdrawn,rank_date,target_macro_industry,target_mid_industry,acquiror_macro_industry,acquiror_mid_industry,acquiror_nation,target_cusip,target_state,acquisition_techniques,form_of_the_deal,deal_attitude,tender_offer_flag,cross_border_deal_flag,acquiror_state,related_sdc_deal_number,competing_offer_flag,deal_completed,deal_outcome_terminal,time_to_close,year_announced,month_announced,payment_method_clean,flag_has_deal_id,flag_has_target_name,flag_has_announce_date,flag_terminal_outcome,flag_has_premium_inputs,has_premium,premium_1w,has_premium_1d,has_premium_4w,has_completion_outcome,has_ticker,has_cusip,operational_specificity_raw,fl_sentence_share,fl_precision_share,commitment_density,hedging_density,risk_transparency,risk_disclosure_raw,risk_numeric_density,tone_lm,pos_density,neg_density,operational_specificity_norm,forward_looking_norm,risk_transparency_norm,risk_disclosure_raw_norm,tone_lm_norm,operational_specificity_norm_level,forward_looking_norm_level,risk_transparency_norm_level,risk_disclosure_raw_norm_level,tone_lm_norm_level,premium_1d,premium_4w,completion,sic2,ind_year_fe,sample_core,sample_risk,sample_premium,sample_completion,sample_duration,operational_specificity_raw_outlier,fl_sentence_share_outlier,risk_transparency_outlier,tone_lm_outlier,mda_fog,mda_fk,risk_fog,risk_fk,mda_log_length,risk_log_length,mda_wc,risk_wc
Praecis Pharmaceuticals Inc___2006-12-21,Praecis Pharmaceuticals Inc,2006-12-21,0001033025,0001104659-06-017625,2006-03-17,279,9193,8696,1824377020,Completed,57,0,2,1.98,2.02,2007-02-16T00:00:00Z,5,150,147.52,152.53,Canaccord Capital Corp,NA,United States,GlaxoSmithKline PLC,"Biological products, except diagnostic substances",Public,GlaxoSmithKline PLC,81.997,100,0,PRCS,Tender Offers|Disclosed Value,46.181,5.811,81.997,NA,NA,2006-12-21T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,United Kingdom,739421,Massachusetts,Tender Offer,Acquisition Of Majority Interest,Friendly,TRUE,TRUE,Foreign,NA,False,1,TRUE,57,2006,12,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,152.53,TRUE,TRUE,TRUE,TRUE,TRUE,41.93037413993807,0.09967845659163987,0.45161290322580644,4.2518011101925115,5.905279319711822,0.7062374028887233,65.31322505800465,11.185424354243542,-0.4652173913043478,7.204440770048423,19.84173851423172,-0.6315405793824624,0.07764666978928404,1.1631322107770894,0.23759524106868213,-1.0845649085695148,sic2,sic2,sic2,sic2,sic2,150,147.52,1,Bi,Bi_2006,1,1,1,1,1,0,0,0,0,21.890536404275068,17.45251443326659,22.7358424083631,18.71674347275466,9.043931533642278,9.061840363657739,8467,8620
Praecis Pharmaceuticals Inc___2007-02-16,Praecis Pharmaceuticals Inc,2007-02-16,0001033025,0001104659-06-017625,2006-03-17,336,9193,8696,1853543020,Completed,0,81.997,4.99,4.98,4.94,2007-02-16T00:00:00Z,5,0.2,1.21,0.4,Canaccord Capital Corp,NA,United States,GlaxoSmithKline PLC,"Biological products, except diagnostic substances",Public,GlaxoSmithKline PLC,13.404,100,0,PRCS,Disclosed Value|Acquisitions of Remaining Interest,8.642,8.642,95.401,NA,NA,2007-02-16T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,United Kingdom,739421,Massachusetts,Not Applicable,Acquisition Of Remaining Interest,Friendly,FALSE,TRUE,Foreign,NA,False,1,TRUE,0,2007,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,41.93037413993807,0.09967845659163987,0.45161290322580644,4.2518011101925115,5.905279319711822,0.7062374028887233,65.31322505800465,11.185424354243542,-0.4652173913043478,7.204440770048423,19.84173851423172,-0.6315405793824624,0.07764666978928404,1.1631322107770894,0.23759524106868213,-1.0845649085695148,sic2,sic2,sic2,sic2,sic2,0.2,1.21,1,Bi,Bi_2007,1,1,1,1,0,0,0,0,0,21.890536404275068,17.45251443326659,22.7358424083631,18.71674347275466,9.043931533642278,9.061840363657739,8467,8620
Precision Castparts Corp___2015-08-10,Precision Castparts Corp,2015-08-10,0000079958,0000079958-14-000023,2014-05-29,438,13873,4020,2789583020,Completed,172,2.942,193.88,194.92,190.87,2016-01-29T00:00:00Z,235,21.21,23.12,20.56,Credit Suisse Group|Citi|Bank of America Merrill Lynch,NA,United States,Berkshire Hathaway Inc,Gray and ductile iron foundries,Public,Berkshire Hathaway Inc,93.712,100,0,PCP,Disclosed Value,31594.556,35823.556,96.654,NA,NA,2015-08-10T00:00:00Z,Materials,Metals & Mining,Industrials,Industrial Conglomerates,United States,740189,Oregon,Rumored Deal,Merger,Friendly,FALSE,FALSE,Nebraska,2932391006|2932392006|2932393006,NA,1,TRUE,172,2015,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20.56,TRUE,TRUE,TRUE,TRUE,TRUE,48.644076568542744,0.17125984251968504,0.5862068965517241,1.5449317655136898,2.660715818384688,0.8319521412954761,72.80080889787665,5.977584059775841,0.08040201005025126,9.183761050553601,7.810488370096987,-0.8265735338936254,1.5309370514099225,1.8166760602946397,-0.1182766742767227,2.4496988859152964,sic2,sic2,sic2,sic2,sic2,21.21,23.12,1,Gr,Gr_2015,1,1,1,1,1,0,0,0,0,18.956723784267194,15.7512168330862,21.64367631815355,18.274157556492295,9.36314729221994,8.282988692742602,11651,3956
Preferred Apartment Communities Inc___2022-02-16,Preferred Apartment Communities Inc,2022-02-16,0001481832,0001481832-21-000012,2021-03-01,352,18831,16352,3875287020,Completed,127,0,23.28,17.96,17.23,2022-06-23T00:00:00Z,25,7.39,45.1,39.2,KeyBanc Capital Markets Inc|Goldman Sachs & Co|JonesTrading,NA,United States,Blackstone Real Estate Income Trust Inc,Real estate investment trusts,Public,Blackstone Inc,100,100,0,APTS,Disclosed Value,1377.807,3690.982,100,Jones Lang LaSalle Inc|Wells Fargo Securities LLC|BofA Securities Inc|Lazard Freres & Co LLC,NA,2022-02-16T00:00:00Z,Real Estate,REITs,Real Estate,Non Residential,United States,74039L,Georgia,Financial Acquiror|Going Private,Merger,Friendly,FALSE,FALSE,New York,NA,NA,1,TRUE,127,2022,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39.2,TRUE,TRUE,TRUE,TRUE,TRUE,63.649147667602676,0.07550335570469799,0.37777777777777777,2.4388793052168225,4.639819166022248,0.29679199338472484,60.858819894964476,9.1048908028299,-0.2007042253521127,6.721789304621974,10.112426387484385,-0.09876365313843179,0.4294429673537727,-0.9345233705287886,-1.0346622869196014,0.49721346548820466,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,7.39,45.1,1,Re,Re_2022,1,1,1,1,1,0,0,0,0,24.694196573193228,20.573256833177272,24.48119518065812,20.45733646461377,9.72978871303306,9.691840166360345,16811,16185
Premiere Global Services Inc___2015-09-10,Premiere Global Services Inc,2015-09-10,0000880804,0000880804-15-000018,2015-03-16,178,10238,9505,2799523020,Completed,89,0,11.12,10.57,10.82,2015-12-08T00:00:00Z,14,25.9,29.39,32.45,Allen & Co Inc,14,United States,Siris Capital Group LLC,"Business services, nec",Public,Siris Capital Group LLC,100,100,0,PGI,Disclosed Value|Leveraged Buyouts,655.108,976.255,100,Macquarie Bank|Evercore Partners|Barclays|SunTrust Robinson Humphrey|William Blair & Co,NA,2015-09-10T00:00:00Z,Consumer Products and Services,Professional Services,Financials,Alternative Financial Investments,United States,740585,Georgia,Institutional Buyout|Going Private|Financial Acquiror|Leveraged Buyout,Merger,Friendly,FALSE,FALSE,New York,3185763116|3185764116|3253325116|3253326116,NA,1,TRUE,89,2015,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.45,TRUE,TRUE,TRUE,TRUE,TRUE,83.81446012368443,0.07213114754098361,0.5,2.087170042971148,4.051565377532229,0.7407227146514315,79.40985029290519,9.225874867444327,-0.30246913580246915,6.875383670963782,12.89134438305709,1.302644538621392,0.02765278870237523,0.9851289560704845,1.0961422091765183,0.48680464033064397,sic2,sic2,sic2,sic2,sic2,25.9,29.39,1,Bu,Bu_2015,1,1,1,1,1,0,0,0,0,22.909858028162482,18.68921906793663,23.433559319647436,19.480941310439018,9.005159521036145,9.128913373280454,8145,9218
Premium Standard Farms Inc___2006-09-18,Premium Standard Farms Inc,2006-09-18,0001143967,0000950123-06-007167,2006-05-31,110,9127,6315,1793778020,Completed,231,0,17.73,16.1,15.85,2007-05-07T00:00:00Z,21.075,18.87,32.97,30.9,Centerview Partners LLC,NA,United States,Smithfield Foods Inc,Meat packing plants,Public,Smithfield Foods Inc,100,5.038,80.209,PORK,Disclosed Value,793.015,787.179,100,NA,NA,2006-09-18T00:00:00Z,Consumer Staples,Agriculture & Livestock,Consumer Staples,Agriculture & Livestock,United States,74060C,Missouri,Stock Swap,Merger,Friendly,FALSE,FALSE,Virginia,1880425001,NA,1,TRUE,231,2006,9,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.9,TRUE,TRUE,TRUE,TRUE,TRUE,66.59539947535217,0.05214723926380368,0.47058823529411764,1.9544883428730977,3.9089766857461954,0.8075347283540746,61.39627001155306,18.521501046867453,-0.27884615384615385,5.165433477593187,9.214016473544604,0.579191972285791,-0.9057886769756254,1.1424884597370089,-0.984648201605456,0.47522091857786747,sic2,sic2,sic2,sic2,sic2,18.87,32.97,1,Me,Me_2006,1,1,1,1,1,0,0,0,0,18.1216594391901,14.723630360158243,18.975099767743263,15.517739250105862,8.876684166614451,8.70930004894499,7163,6059
Presidio Inc___2018-09-06,Presidio Inc,2018-09-06,0001631825,0001631825-17-000009,2017-09-21,350,27248,13358,3292539020,Completed,7,0,15.56,15.19,14.49,2018-09-13T00:00:00Z,14.75,-5.21,1.79,-2.9,NA,14.75,United States,Presidio Inc,Computer integrated systems design,Public,Presidio Inc,11.565,100,0,PSDO,Repurchases,158.563,158.563,11.565,NA,NA,2018-09-06T00:00:00Z,High Technology,IT Consulting & Services,High Technology,IT Consulting & Services,United States,74102M,New York,Privately Negotiated Purchase|Financial Acquiror|Repurchase,Buyback,No Applicable,FALSE,FALSE,New York,NA,NA,1,TRUE,7,2018,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-2.9,TRUE,TRUE,TRUE,TRUE,TRUE,81.7544441924844,0.025073746312684365,0.058823529411764705,0.9569377990430622,2.5974025974025974,0.6963665061654231,65.32510099855172,10.19261035749082,-0.4024390243902439,3.3264980633401686,7.837776258828891,1.379186793517567,-1.0649689890699947,0.2758547716403428,-0.25628246261767423,-0.21859054470932276,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,-5.21,1.79,1,Co,Co_2018,1,1,1,1,1,0,0,0,0,25.556197483581112,21.283825985351893,22.483685207016038,18.909537562962168,9.996294602122335,9.48181684008103,21945,13119
Presidio Inc___2019-08-14,Presidio Inc,2019-08-14,0001631825,0001631825-18-000024,2018-09-06,342,19879,14010,3441398020,Completed,127,0,13.19,13.08,13.71,2019-12-19T00:00:00Z,16.6,25.85,21.08,26.91,LionTree Advisors LLC,NA,United States,BC Partners LLP,Computer integrated systems design,Public,BC Partners LLP,100,100,0,PSDO,Disclosed Value|Leveraged Buyouts,1425.474,2128.574,100,RBC Capital Markets|Citi|JP Morgan Securities LLC|JPMorgan Chase Bank NA,NA,2019-08-14T00:00:00Z,High Technology,IT Consulting & Services,Financials,Alternative Financial Investments,United Kingdom,74102M,New York,Leveraged Buyout|Financial Acquiror|Institutional Buyout|Going Private,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,127,2019,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.91,TRUE,TRUE,TRUE,TRUE,TRUE,66.53644864212562,0.025688073394495414,0,0.8874164349523754,2.7805714961841095,0.6627983597755802,66.25499455139847,9.361823769027371,-0.35714285714285715,3.9637934094539435,8.40087558421582,0.2812091432589905,-1.36351640652656,0.14529534830429994,-0.4776094907979133,-0.14455844760221148,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,25.85,21.08,1,Co,Co_2019,1,1,1,1,1,0,0,0,0,24.219989007798915,20.08037039558877,22.44312948018224,18.863929822788226,9.735246399950178,9.529884417576708,16903,13765
Press Ganey Holdings Inc___2016-08-09,Press Ganey Holdings Inc,2016-08-09,0001633142,0001558370-16-003742,2016-03-01,161,8148,14092,2992876020,Completed,73,0,40.33,40.39,40.84,2016-10-21T00:00:00Z,40.5,0.42,-0.83,0.27,Barclays|Goldman Sachs & Co,NA,United States,EQT VII Ltd,Management consulting services,Public,EQT AB,100,100,0,PGND,Disclosed Value|Leveraged Buyouts,2160.151,2296.343,100,Bank of America Merrill Lynch|Credit Suisse Group|Citi,NA,2016-08-09T00:00:00Z,Consumer Products and Services,Professional Services,Financials,Other Financials,United Kingdom,74113L,Massachusetts,Institutional Buyout|Leveraged Buyout|Going Private|Financial Acquiror|Divestiture,Merger,Friendly,FALSE,TRUE,Foreign,3332615116|3332616116|3332617116,NA,1,TRUE,73,2016,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.27,TRUE,TRUE,TRUE,TRUE,TRUE,75.70443394000141,0.046511627906976744,0.25,1.2785907089075152,3.4095752237533743,0.6232807806346196,70.7495827588709,6.7900793367164605,-0.22321428571428573,6.1088222758914625,9.660463133967893,0.7135635353053997,-0.6039632200734887,-0.5148086362977783,-0.11858573019490672,0.9666090411851275,sic2,sic2,sic2,sic2,sic2,0.42,-0.83,1,Ma,Ma_2016,1,1,1,1,1,0,0,0,0,22.701081890712928,18.131420123286613,24.517362393190325,20.608622253544976,8.85922139360813,9.531046110875145,7039,13781
Prestige Brands Holdings Inc___2012-02-21,Prestige Brands Holdings Inc,2012-02-21,0001295947,0001295947-11-000011,2011-05-13,284,13273,6643,2389978020,Withdrawn,-999,0,13.5,13.5,12.24,NA,16.6,22.96,35.62,22.96,Morgan Stanley|Sawaya Segalas & Co LLC,16.6,United States,Genomma Lab Internacional SAB de CV,Pharmaceutical preparations,Public,Genomma Lab Internacional,0,100,0,PBH,Disclosed Value,837.192,1262.385,NA,Nexxus Capital SA|Bank of America Merrill Lynch|Jefferies & Co Inc,2012-05-03T00:00:00Z,2012-02-21T00:00:00Z,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals,Mexico,74112D,New York,Not Applicable,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,0,TRUE,NA,2012,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.96,TRUE,TRUE,TRUE,TRUE,TRUE,62.28174253072184,0.14691943127962084,0.6774193548387096,1.628222523744912,4.341926729986431,0.7967838664774672,72.75047862156988,14.742396027312228,-0.624390243902439,3.437358661239258,15.015829941203076,0.42360413761468224,0.17657893080767798,1.8644006545558123,1.3251776373260322,-1.825620637126891,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,22.96,35.62,0,Ph,Ph_2012,1,1,1,1,0,0,0,0,0,20.586632876167762,16.981579457364344,22.298310268369143,18.749316461503174,9.310638093291546,8.74321260347591,11055,6268
Pride International Inc___2011-02-07,Pride International Inc,2011-02-07,0000833081,0001140361-10-007555,2010-02-19,353,18884,10002,2235726020,Completed,113,0,30.57,30.51,30.99,2011-05-31T00:00:00Z,41.597,36.07,34.23,36.34,Goldman Sachs & Co,NA,United States,Ensco PLC,Drilling oil and gas wells,Public,Ensco PLC,100,37.503,62.497,PDE,Disclosed Value,7306.397,8685.097,100,Deutsche Bank|Citi,NA,2011-02-07T00:00:00Z,Energy and Power,Oil & Gas,Energy and Power,Oil & Gas,United Kingdom,741932,Texas,Rumored Deal|Stock Swap,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,113,2011,2,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.34,TRUE,TRUE,TRUE,TRUE,TRUE,41.581578424294875,0.2551505546751189,0.7639751552795031,2.3424830320139347,5.946303081266142,0.4642339059405941,67.2330606251311,11.003702180172768,-0.4381720430107527,6.246621418703826,16.036999219172323,-1.077659970913111,3.005447049836814,-1.3584866881761946,-0.23967484336534695,-0.1896835227231547,sic2,sic2,sic2,sic2,sic2,36.07,34.23,1,Dr,Dr_2011,1,1,1,1,1,0,0,0,0,21.12148089925519,17.240382349309133,21.89919079694436,18.22759313706514,9.720105433544852,9.162619635764772,16649,9534
Primerica Inc___2021-02-09,Primerica Inc,2021-02-09,0001475922,0001564590-20-007489,2020-02-28,347,17200,13592,3834664020,Withdrawn,-999,0,149.88,142.63,137.28,NA,NA,NA,NA,NA,NA,NA,United States,Primerica Inc,Life insurance,Public,Primerica Inc,0,100,0,PRI,Repurchases,300,300,NA,NA,2021-11-17T00:00:00Z,2021-02-09T00:00:00Z,Financials,Insurance,Financials,Insurance,United States,74164M,Georgia,Repurchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Georgia,NA,NA,0,TRUE,NA,2021,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,56.46489074427424,0.06118143459915612,0.3793103448275862,3.4402752220177613,3.0402432194575564,0.5052518089807927,61.69265033407572,5.312868949232586,-0.4669603524229075,4.800384030722458,13.281062484998799,-0.6965350612354576,-0.2754932010201502,-0.2726438035861046,-0.6568067982866138,0.010123794772970483,sic2,sic2,sic2,sic2,sic2,NA,NA,0,Li,Li_2021,1,1,0,1,0,0,0,0,0,21.40636223025119,16.965793054846646,24.478140564471502,20.23762294779561,9.433403920090221,9.50822026940441,12499,13470
Primo Water Corp___2020-01-13,Primo Water Corp,2020-01-13,0001365101,0001437749-19-004167,2019-03-06,313,9014,16575,3501569020,Completed,49,0,11.09,11.23,10.38,2020-03-02T00:00:00Z,14.477,30.54,39.47,28.91,Goldman Sachs & Co,NA,United States,Cott Corp,"Groceries, general line",Public,Cott Corp,100,0,100,PRMW,Disclosed Value,690.421,886.6,100,Deutsche Bank Securities,NA,2020-01-13T00:00:00Z,Consumer Staples,Food and Beverage,Consumer Staples,Food and Beverage,Canada,9E4936,North Carolina,Stock Swap,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,49,2020,1,Stock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28.91,TRUE,TRUE,TRUE,TRUE,TRUE,61.77341932973568,0.18085106382978725,0.8235294117647058,1.650391968092422,3.438316600192546,0.7977385492030051,69.26084528020853,9.39572586588062,-0.3804347826086957,3.850914592215651,8.664557832485215,0.3004233637647599,1.7524479088694216,1.5995560404116071,-0.6206534859271492,-0.03834031331793544,sic2,sic2,sic2,sic2,sic2,30.54,39.47,1,Gr,Gr_2020,1,1,1,1,1,0,0,0,0,19.487008949368644,15.813462510726989,23.272004703016904,19.581069952427978,8.891649112650057,9.68738167857357,7271,16113
Primoris Services Corp___2019-11-04,Primoris Services Corp,2019-11-04,0001361538,0001558370-19-001230,2019-02-28,249,16359,9351,3495950020,Completed,0,0,20.99,21.135,19.84,2019-11-04T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,Primoris Services Corp,"Water, sewer, pipeline & utility line construction",Public,Primoris Services Corp,4.545,100,0,PRIM,Repurchases,48.633,48.633,4.545,Houlihan Lokey,NA,2019-11-04T00:00:00Z,Energy and Power,Pipelines,Energy and Power,Pipelines,United States,74164F,Texas,Privately Negotiated Purchase|Repurchase,Buyback,No Applicable,FALSE,FALSE,Texas,NA,NA,1,TRUE,0,2019,11,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,59.42365985066938,0.10112359550561797,0.5555555555555556,2.24938142010947,5.923371072954938,0.6476411630007255,77.01711491442543,12.006112202575856,-0.3110236220472441,6.5232061183174626,12.4465771912724,0.18678820187952416,0.8056301595788788,0.39415270728588336,1.0278814058377324,0.3149599518654637,sic2,sic2,sic2,sic2,sic2,NA,NA,1,Wa,Wa_2019,1,1,0,1,0,0,0,0,0,21.116255257739603,17.191752817843234,21.33325019469448,17.355458948572203,9.498297406622395,9.104757609401117,13337,8998
Principia Biopharma Inc___2020-08-17,Principia Biopharma Inc,2020-08-17,0001510487,0001564590-20-009756,2020-03-10,160,9959,33857,3622273020,Completed,42,0,90.74,84.67,86.6,2020-09-28T00:00:00Z,100,10.2,15.47,18.11,Centerview Partners LLC|BofA Securities Inc,NA,United States,Sanofi SA,Pharmaceutical preparations,Public,Sanofi SA,100,100,0,PRNB,Tender Offers|Disclosed Value,3673.941,3357.408,100,Evercore Partners,NA,2020-08-17T00:00:00Z,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals,France,74257L,California,Tender Offer|Tender/Merger,Merger,Friendly,TRUE,TRUE,Foreign,NA,NA,1,TRUE,42,2020,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.11,TRUE,TRUE,TRUE,TRUE,TRUE,49.43346351082559,0.07947019867549669,0.3333333333333333,1.617001617001617,2.541002541002541,0.23590389190060712,67.26049809125614,6.042115338597751,0.1308411214953271,6.930006930006931,5.313005313005314,0.4018270259730052,0.17502770261775177,-0.6086575605906515,0.05945076044171801,0.8825158372924475,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,10.2,15.47,1,Ph,Ph_2020,1,1,1,1,1,0,0,0,0,23.83199996969628,19.52352354598968,25.465675511910447,21.496349382051573,9.066239028001926,10.404444642103513,8658,33006
Printronix Inc___2007-10-02,Printronix Inc,2007-10-02,0000311505,0000892569-07-000753,2007-06-06,118,12214,3616,1910975020,Completed,98,0,13.52,13.5,13.5,2008-01-08T00:00:00Z,16,18.34,18.52,18.52,Houlihan Lokey,NA,United States,Vector Capital Corp,"Computer peripheral equipment, nec",Public,Vector Capital Corp,100,100,0,PTNX,Leveraged Buyouts|Disclosed Value,109.267,80.245,100,NA,NA,2007-10-02T00:00:00Z,High Technology,Computers & Peripherals,Financials,Alternative Financial Investments,United States,742578,California,Going Private|Institutional Buyout|Financial Acquiror|Leveraged Buyout,Merger,Friendly,FALSE,FALSE,California,NA,False,1,TRUE,98,2007,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.52,TRUE,TRUE,TRUE,TRUE,TRUE,67.81186466492497,0.04488778054862843,0.3333333333333333,1.3439569933762119,3.551886339637132,0.7074021375927291,64.79859894921191,10.109763142692085,-0.5798816568047337,3.35989248344053,12.767591437074014,0.3912677377868149,-1.0945926755025546,0.6126831105800864,-0.9789721057876866,-0.9492376310438504,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,18.34,18.52,1,Co,Co_2007,1,1,1,1,1,0,0,0,0,18.750770869766228,15.353867364168124,21.55713319810683,17.372285327924278,9.251194365984448,8.139148678884066,10417,3426
PrivateBancorp Inc___2012-11-14,PrivateBancorp Inc,2012-11-14,0000889936,0001193125-12-082674,2012-02-28,260,40354,5898,2468863020,Completed,0,0,15.32,15.5,16.73,2012-11-14T00:00:00Z,25.35,65.47,51.52,63.55,NA,28.35,United States,PrivateBancorp Inc,"State banks, member fed reserve",Public,PrivateBancorp Inc,0.876,100,0,PVTB,Repurchases,1.225,1.225,0.876,NA,NA,2012-11-14T00:00:00Z,Financials,Banks,Financials,Banks,United States,742962,Illinois,Open Market Purchase|Repurchase,Buyback,No Applicable,FALSE,FALSE,Illinois,NA,NA,1,TRUE,0,2012,11,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63.55,TRUE,TRUE,TRUE,TRUE,TRUE,120.44950502409016,0.0847913862718708,0.6507936507936508,1.385598712734099,3.8886157421892458,0.40980394916003116,76.58984578062727,19.74468085106383,-0.5785123966942148,5.676485048942922,21.320341483037588,0.8422009097185915,0.3527687494316587,-0.5722259541444478,0.9244129589336985,-0.5024352386921594,sic2,sic2,sic2,sic2,sic2,65.47,51.52,1,St,St_2012,1,1,1,1,0,0,0,0,0,23.0051099714963,18.61350562894653,23.642162959839784,19.496014546221144,10.015610153673077,8.660600654710967,22373,5771
PrivateBancorp Inc___2016-06-29,PrivateBancorp Inc,2016-06-29,0000889936,0000889936-16-000135,2016-02-26,124,30521,4592,2978166020,Completed,359,0,35.93,39.51,44.5,2017-06-23T00:00:00Z,72.777,102.55,63.54,84.2,Goldman Sachs & Co|Sandler O'Neill Partners,NA,United States,Canadian Imperial Bank Of Commercetorontoontario,"State banks, member fed reserve",Public,Canadian Imperial Bk Of,100,36.634,63.366,PVTB,Disclosed Value,5899.478,5899.478,100,CIBC World Markets Inc|JP Morgan|Citi,NA,2016-06-29T00:00:00Z,Financials,Banks,Financials,Banks,Canada,742962,Illinois,Stock Swap,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,359,2016,6,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84.2,TRUE,TRUE,TRUE,TRUE,TRUE,96.96084698053464,0.06596306068601583,0.6,1.2309856678097248,3.5610656818781328,0.3533204680884675,70.4287936014219,17.215079538025712,-0.48588709677419356,5.58339927899411,16.17866877692781,0.015136959641205757,-0.15224363169074784,-0.9449107045443147,0.04005471435035744,0.09817624175275458,sic2,sic2,sic2,sic2,sic2,102.55,63.54,1,St,St_2016,1,1,1,1,1,0,0,0,0,22.716278901809954,18.432879551385543,24.916308760683762,20.80969444444445,10.03214458474439,8.412054873292933,22746,4501
ProCentury Corp___2008-02-20,ProCentury Corp,2008-02-20,0001273397,0000950152-07-001978,2007-03-09,348,12769,4681,1954191020,Completed,169,0,15.38,16.08,14.57,2008-08-07T00:00:00Z,20,30.04,37.27,24.38,Friedman Billings Ramsey & Co,NA,United States,Meadowbrook Insurance Group Inc,Accidental and health insurance,Public,Meadowbrook Ins Grp Inc,100,44.212,55.788,PROS,Disclosed Value,271.94,271.94,100,ParaCap Group LLC,NA,2008-02-20T00:00:00Z,Financials,Insurance,Financials,Insurance,United States,74268T,Ohio,Not Applicable,Merger,Friendly,FALSE,FALSE,Michigan,2385773116|2385774116,NA,1,TRUE,169,2008,2,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24.38,TRUE,TRUE,TRUE,TRUE,TRUE,66.50622611312193,0.03794642857142857,0.23529411764705882,2.06352054548717,2.06352054548717,0.46327884356684335,71.92316283225374,29.925731760594143,-0.6779661016949152,5.921406782702315,31.04252646689395,-0.7563531461788299,-1.063554363727458,-0.029170837671203566,-0.7981637153036861,-1.493442118546984,sic2,sic2,sic2,sic2,sic2,30.04,37.27,1,Ac,Ac_2008,1,1,1,1,1,0,0,0,0,20.702724307040853,16.39704269017219,19.526761600589136,15.5685839156641,9.318835968129482,8.406708458240965,11146,4477
