x1,deal_number,acquiror_name,target_name,deal_type,deal_status,deal_value_th_usd,announced_date,completed_date,withdrawn_date_10,withdrawn_date_11,initial_stake_percent,acquired_stake_percent,target_ticker,target_stock_exchange_s_listed,deal_completed,cik,sec_name
1385,1941050825,UNITI GROUP INC.,US TELEPACIFIC CORPORATION'S FIBRE ASSETS BASED IN CALIFORNIA,Acquisition 100%,Completed Assumed,95000,2018-03-01T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,US TELEPACIFIC CORPORATION'S FIBRE ASSETS BASED IN MASSACHUSETTS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,US TELEPACIFIC CORPORATION'S FIBRE ASSETS BASED IN NEVADA,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,US TELEPACIFIC CORPORATION'S FIBRE ASSETS BASED IN TEXAS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1386,1941125696,GRAPHIC PACKAGING INTERNATIONAL INC.,LETICA CORPORATION'S FOOD SERVICE BUSINESS ASSETS,Acquisition 100%,Completed Assumed,95000,2018-08-28T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1387,1941114689,BLUE WATER ENERGY LLP,VAREL INTERNATIONAL ENERGY SERVICES INC.,Acquisition 70%,Completed,94390.7674843657,2019-10-28T00:00:00Z,2020-03-12T00:00:00Z,NA,NA,0.00000,70.00000,NA,NA,1,NA,NA
1388,1941092048,PARETEUM CORPORATION,ARTILIUM PLC,Acquisition increased from 7.8% to 100%,Completed,93720.5572863916,2018-06-07T00:00:00Z,2018-10-01T00:00:00Z,NA,NA,7.80000,92.20000,ARTA,NA,1,NA,NA
1389,1941158376,OCCIDENTAL PETROLEUM CORPORATION,AMERISUR RESOURCES PLC'S COLOMBIA BLOCKS,Acquisition 50%,Completed Assumed,93250,2018-11-23T00:00:00Z,NA,NA,NA,Unknown %,50.00000,NA,NA,0,NA,NA
1390,1941090171,HARSCO CORPORATION,ALTEK EUROPE LTD,Acquisition 100%,Completed,93169.1213407995,2018-05-29T00:00:00Z,2018-05-29T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1391,1941067514,"OSAKA GAS CO., LTD",MICHIGAN POWER LP,Acquisition 100%,Completed Assumed,93000,2018-04-10T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1392,1941039025,GARDNER DENVER HOLDINGS INC.,RUNTECH SYSTEMS OY,Acquisition 100%,Completed,93000,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1393,1941044811,PENINSULA CAPITAL PARTNERS LLC,KIKO SPA,Minority stake 33%,Completed Assumed,92820.3893303033,2018-07-24T00:00:00Z,NA,NA,NA,Unknown %,33.00000,NA,NA,0,NA,NA
1394,1941043685,OPTIMUS STEEL REPAIR LLC,GERDAU SA'S BEAUMONT WIRE ROD MILL AND TWO DOWNSTREAM FACILITIES IN TEXAS,Acquisition 100%,Completed Assumed,92500,2018-01-31T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1395,1941162687,MEREO US HOLDINGS INC.,ONCOMED PHARMACEUTICALS INC.,Acquisition 100%,Completed,92400,2018-12-05T00:00:00Z,2019-04-23T00:00:00Z,NA,NA,0.00000,100.00000,OMED,NASDAQ National Market,1,NA,NA
1396,1909517157,NA,KINSALE CAPITAL GROUP INC.,Minority stake 16.024%,Completed Assumed,92400,2016-11-30T00:00:00Z,NA,NA,NA,Unknown %,16.02400,KNSL,New York Stock Exchange (NYSE) / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / Bolsa Mexicana de Valores,0,0001669162,"Kinsale Capital Group, Inc."
1397,1941168100,ORGANOGENESIS HOLDINGS INC.,ORGANOGENESIS INC.,Acquisition 100%,Completed,92000,2018-08-17T00:00:00Z,2018-12-10T00:00:00Z,NA,NA,0.00000,100.00000,ORGG,NA,1,NA,NA
1398,1941157886,DELTATRE SPA,MASSIVE INTERACTIVE INC.,Acquisition 100%,Completed,92000,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z,NA,NA,0.00000,100.00000,HUGE,OTC Bulletin Board / OTC Pink Market,1,NA,NA
1399,1909655065,FIRST FEDERAL BANCORP INC.,COASTAL BANKING COMPANY INC.,Acquisition 100%,Completed,91400,2017-11-07T00:00:00Z,2018-04-03T00:00:00Z,NA,NA,0.00000,100.00000,CBCO,OTC Bulletin Board / OTC Pink Market,1,NA,NA
1400,1943061641,BAOLONG HOLDINGS EUROPE KFT,DILL AIR CONTROLS PRODUCTS LLC,Minority stake 40%,Completed,91162,2018-10-09T00:00:00Z,2018-11-15T00:00:00Z,NA,NA,0.00000,40.00000,NA,NA,1,NA,NA
1401,1941158404,TALLGRASS ENERGY CORPORATION,NGL WATER SOLUTIONS BAKKEN LLC,Acquisition 100%,Completed Assumed,91000,2018-11-12T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1402,1907233945,OUR HOME LTD,HACOR INC.,Acquisition 100%,Completed Assumed,90934.3973276422,2018-05-25T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1403,1943055210,MIRVAC INDUSTRIAL LOGISTICS PARTNERSHIP,CALIBRE,Acquisition 50%,Completed,90895.2309043785,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z,NA,NA,Unknown %,50.00000,NA,NA,1,NA,NA
1404,1941073003,FIRST INTERSTATE BANCSYSTEM INC.,NORTHWEST BANCORPORATION INC.,Acquisition 100%,Completed,90800,2018-08-17T00:00:00Z,2018-08-17T00:00:00Z,NA,NA,0.00000,100.00000,NBCT,OTC Bulletin Board / OTC Pink Market,1,NA,NA
1405,1939056845,GTY TECHNOLOGY HOLDINGS INC. (OLD),QUESTICA USCDN INC.,Acquisition 100%,Completed,90600,2018-09-12T00:00:00Z,2019-02-19T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,QUESTICA INC.,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1406,1943006484,HYSTER-YALE MATERIALS HANDLING INC.,"ZHEJIANG MAXIMAL FORKLIFT CO., LTD",Acquisition 75%,Completed Assumed,90000,2017-12-06T00:00:00Z,NA,NA,NA,0.00000,75.00000,NA,NA,0,NA,NA
1407,1941246335,ATLAS FRM LLC,FLAGSTONE FOODS INC.,Institutional buy-out 100%,Completed Assumed,90000,2019-07-08T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,NUTCRACKER BRANDS INC.,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1408,1941143680,IEA ENERGY SERVICES LLC,WILLIAM CHARLES CONSTRUCTION COMPANY LLC,Acquisition 100%,Completed,90000,2018-10-15T00:00:00Z,2018-11-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1409,1941135926,NA,CATALYST OLD RIVER HYDROELECTRIC LP,Minority stake 25%,Completed,90000,2018-09-24T00:00:00Z,2018-12-14T00:00:00Z,NA,NA,0.00000,25.00000,NA,NA,1,NA,NA
1410,1941104627,WOLFDANCER ACQUISITION CORPORATION,XPLORE TECHNOLOGIES CORPORATION,Acquisition 100%,Completed,90000,2018-08-14T00:00:00Z,2018-08-14T00:00:00Z,NA,NA,0.00000,100.00000,XPLR,NASDAQ National Market / OTC Pink Market,1,NA,NA
1411,1941068157,MERIDIAN WASTE ACQUISITIONS LLC,MERIDIAN WASTE SOLUTIONS INC.'S SOLID WASTE BUSINESS,Institutional buy-out 100%,Completed,90000,2018-02-20T00:00:00Z,2018-04-23T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1412,1941044651,ENEA AB,OPENWAVE MOBILITY INC.,Acquisition 100%,Completed,90000,2018-02-27T00:00:00Z,2018-03-16T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1413,1941030903,INMOBI PTE LTD,AERSERV LLC,Acquisition 100%,Completed,90000,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1414,1941011381,NEXSTAR MEDIA GROUP INC.,LKQD TECHNOLOGIES INC.,Acquisition 100%,Completed Assumed,90000,2017-12-07T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1415,1909647902,AVIRAGEN THERAPEUTICS INC.,VAXART INC.,Acquisition 100%,Completed Assumed,90000,2017-10-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,VXRT,OTC Bulletin Board / Boerse Berlin / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ National Market,0,0000072444,"Vaxart, Inc."
1416,1909630780,IMPAX ASSET MANAGEMENT GROUP PLC,PAX WORLD MANAGEMENT LLC,Acquisition 100%,Completed,90000,2017-09-18T00:00:00Z,2018-01-19T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1417,1941064753,BIOMERIEUX SA,ASTUTE MEDICAL INC.,Acquisition 100%,Completed,90000,2018-04-04T00:00:00Z,2018-04-04T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1418,1941693105,WC SACD ONE PARENT INC.,INTERSECTIONS INC.,Institutional buy-out 100%,Completed,89632,2018-10-31T00:00:00Z,2019-01-11T00:00:00Z,NA,NA,0.00000,100.00000,INTX,NASDAQ National Market,1,NA,NA
1419,1941007047,RISKOWITZ VALUE FUND LP,LEGAL SHIELD HOLDINGS (PTY) LTD,Minority stake 20%,Completed,89294.7008618877,2017-11-24T00:00:00Z,2018-08-07T00:00:00Z,NA,NA,Unknown %,20.00000,NA,NA,1,NA,NA
1420,1941125020,FARMERS & MERCHANTS BANCORP INC.,LIMBERLOST BANCSHARES INC.,Acquisition 100%,Completed Assumed,88765,2018-08-20T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1421,1941050050,HERITAGE FINANCIAL CORPORATION,PREMIER COMMERCIAL BANCORP,Acquisition 100%,Completed,88600,2018-03-08T00:00:00Z,2018-07-02T00:00:00Z,NA,NA,0.00000,100.00000,PCBP,OTC Bulletin Board / OTC Pink Market,1,NA,NA
1422,1941077117,SUPERIOR UNIFORM GROUP INC.,CID RESOURCES INC.,Acquisition 100%,Completed,88400,2018-05-02T00:00:00Z,2018-05-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1423,1941007236,FCB FINANCIAL HOLDINGS INC.,FLORIDIAN COMMUNITY HOLDINGS INC.,Acquisition 100%,Completed,88100,2017-11-27T00:00:00Z,2018-03-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1424,1943062504,SOLAREDGE TECHNOLOGIES INC.,"KOKAM CO., LTD",Acquisition 75%,Completed Assumed,88000,2018-10-11T00:00:00Z,NA,NA,NA,Unknown %,75.00000,NA,NA,0,NA,NA
1425,1943003786,PROGRESS RAIL SERVICES CORPORATION,DOWNER EDI LTD'S FREIGHT RAIL BUSINESS,Acquisition 100%,Completed Assumed,87995.6922475795,2017-11-21T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1426,1941006249,STARWOOD CAPITAL GROUP MANAGEMENT LLC,ACCOR-PANNONIA HOTELS SZALLODAUZEMELTETO ZRT'S SOFITEL BRIDGE HOTEL,Institutional buy-out 100%,Completed,87742.4909976204,2017-11-24T00:00:00Z,2018-05-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1427,1941163014,EUROMONEY INSTITUTIONAL INVESTOR PLC,"DEAL LLC, THE",Acquisition 100%,Completed,87300,2018-12-06T00:00:00Z,2019-02-14T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,MANAGEMENT DIAGNOSTICS LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1428,1941080758,CAMBIUM LEARNING GROUP INC.,VKIDZ HOLDINGS INC.,Acquisition 100%,Completed Assumed,87240,2018-05-14T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1429,1941161294,VERISK ANALYTICS INC.,MOORE STEPHENS CONSULTING LTD’S RULEBOOK DIVISION,Acquisition 100%,Completed,87000,2018-12-03T00:00:00Z,2018-12-14T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1430,1943042069,VIVO VENTURES LLC,"SINOVAC BIOTECH CO., LTD",Minority stake 16.6%,Completed,86730,2018-07-04T00:00:00Z,2018-07-04T00:00:00Z,NA,NA,Unknown %,16.60000,NA,NA,1,NA,NA
1431,1941104148,UZABASE USA INC.,QUARTZ MEDIA LLC,Acquisition 100%,Completed,86000,2018-07-02T00:00:00Z,2018-07-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1432,1941082838,MSC INDUSTRIAL SUPPLY CO. INC.,ALL INTEGRATED SOLUTIONS,Acquisition 100%,Completed,86000,2018-04-30T00:00:00Z,2018-04-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1433,1943059026,SUNSHINE B PTY LTD,GAZAL CORPORATION LTD,Acquisition increased from 21.65% to 100%,Completed,85758.4295695065,2019-02-20T00:00:00Z,2019-05-31T00:00:00Z,NA,NA,21.65000,78.35000,GZL,Australian Securities Exchange,1,NA,NA
1434,1909392062,FOCUS UNIVERSAL INC.,PERFECULAR INC.,Acquisition 100%,Completed Assumed,85384,2016-01-05T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1435,1941333626,PARSHIP ELITE GROUP GMBH,EHARMONY INC.,Acquisition 100%,Completed,85000,2018-10-29T00:00:00Z,2018-10-29T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1436,1941190642,CSG SYSTEMS INTERNATIONAL INC.,FORTE PAYMENT SYSTEMS INC.,Acquisition 100%,Completed,85000,2018-09-14T00:00:00Z,2018-10-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1437,1941117934,HOLOGIC INC.,FAXITRON BIOPTICS LLC,Acquisition 100%,Completed,85000,2018-07-31T00:00:00Z,2018-07-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1438,1941094251,SMART GLOBAL HOLDINGS INC.,PENGUIN COMPUTING INC.,Acquisition 100%,Completed Assumed,85000,2018-06-11T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1439,1941051676,OIL STATES INTERNATIONAL INC.,FALCON FLOWBACK SERVICES LLC,Acquisition 100%,Completed,85000,2018-02-28T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1440,1941038641,TETRA TECHNOLOGIES INC.,SWIFTWATER ENERGY SERVICES LLC,Acquisition 100%,Completed Assumed,85000,2018-02-14T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1441,1941038545,HILLTOP HOLDINGS INC.,"BANK OF RIVER OAKS, THE",Acquisition 100%,Completed,85000,2018-02-13T00:00:00Z,2018-08-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1442,1909402040,ASICS CORPORATION,FITNESSKEEPER INC.,Acquisition 100%,Completed Assumed,85000,2016-02-12T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1443,1941115409,ADVANCED ENERGY INDUSTRIES INC.,LUMASENSE TECHNOLOGIES INC.,Acquisition 100%,Completed Assumed,85000,2018-07-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1444,1909413288,STEMCELLS INC.,MICROBOT MEDICAL LTD,Acquisition 100%,Completed Assumed,84864,2016-08-15T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1445,1941139645,AMERICAN NATIONAL BANKSHARES INC.,HOMETOWN BANKSHARES CORPORATION,Acquisition 100%,Completed,84200,2018-10-01T00:00:00Z,2019-04-01T00:00:00Z,NA,NA,0.00000,100.00000,HMTA,NASDAQ National Market / OTC Pink Market,1,NA,NA
1446,1941109158,TRANSDIGM GROUP INC.,SKANDIA INC.,Acquisition 100%,Completed,84000,2018-07-13T00:00:00Z,2018-07-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1447,1941111543,SANGAMO THERAPEUTICS INC.,TXCELL SA,Acquisition 53%,Completed,83556.0275445745,2018-07-23T00:00:00Z,2018-10-01T00:00:00Z,NA,NA,0.00000,53.00000,TXCL,Euronext Paris,1,NA,NA
1448,1941056603,AUTOCANADA INC.,"GROSSINGER AUTO GROUP, THE",Acquisition 100%,Completed Assumed,83535.8444714459,2018-03-22T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1449,1909165998,NA,ALAMO GROUP INC.,Minority stake 14.177%,Completed Assumed,83530,2014-11-10T00:00:00Z,NA,NA,NA,Unknown %,14.17700,ALG,New York Stock Exchange (NYSE) / Boerse Duesseldorf / Boerse Frankfurt / Bolsa Mexicana de Valores / NASDAQ OMX PHLX,0,0000897077,ALAMO GROUP INC
1450,1941093013,FIRST MIDWEST BANCORP INC.,NORTHERN STATES FINANCIAL CORPORATION,Acquisition 100%,Completed,83200,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z,NA,NA,0.00000,100.00000,NSFC,OTC Bulletin Board / OTC Pink Market,1,NA,NA
1451,2008235525,CHARLES RIVER LABORATORIES INC.,DISTRIBUTED BIO LLC,Acquisition 100%,Completed,83000,2018-10-25T00:00:00Z,2020-12-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1452,1909641616,HULL STREET ENERGY LLC,EVERSOURCE ENERGY'S NINE HYDROELECTRIC POWER FACILITIES IN NEW HAMPSHIRE,Institutional buy-out 100%,Completed,83000,2017-10-16T00:00:00Z,2018-08-27T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1453,1941134843,STEELCASE INC.,ORANGEBOX GROUP LTD,Acquisition 100%,Completed,82782.8221240046,2018-09-20T00:00:00Z,2018-09-20T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1454,1941025307,MID PENN BANCORP INC.,FIRST PRIORITY FINANCIAL CORPORATION,Acquisition 100%,Completed,82000,2018-01-16T00:00:00Z,2018-07-31T00:00:00Z,NA,NA,0.00000,100.00000,FPBK,OTC Bulletin Board,1,NA,NA
1455,1941116469,COEUR MINING INC.,NORTHERN EMPIRE RESOURCES CORPORATION,Acquisition increased from 10.531% to 100%,Completed,81635.6569864517,2018-08-02T00:00:00Z,2018-10-03T00:00:00Z,NA,NA,10.53100,89.46900,NM,TSX Venture Exchange / Pink Sheets Grey Market,1,NA,NA
1456,1907237229,CRESCENT CAPITAL LLC,"HANGZHOU YIQI QINGCHEN INFORMATION AND TECHNOLOGY CO., LTD",Minority stake 10%,Completed,81606.818019197,2017-08-23T00:00:00Z,2018-03-13T00:00:00Z,NA,NA,Unknown %,10.00000,NA,NA,1,NA,NA
1457,1941148967,CARPENTER TECHNOLOGY CORPORATION,LPW TECHNOLOGY LTD,Acquisition 100%,Completed,81000,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1458,1941227184,RANDALL & QUILTER AMERICA HOLDINGS INC.,GLOBAL US HOLDINGS INC.,Acquisition 100%,Completed,80500,2018-09-19T00:00:00Z,2019-05-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1459,1943051379,KUC HOLDING INC.,ZIPFIZZ CORPORATION,Acquisition 100%,Completed,80000,2018-05-18T00:00:00Z,2018-08-21T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1460,1941184507,AXOS CLEARING LLC,COR SECURITIES HOLDINGS INC.,Acquisition 100%,Completed,80000,2018-10-01T00:00:00Z,2019-01-29T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1461,1941162070,APIO INC.,YUCATAN FOODS LP,Acquisition 100%,Completed,80000,2018-12-03T00:00:00Z,2018-12-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1462,1941161225,MTS SYSTEMS CORPORATION,E2M TECHNOLOGIES BV,Acquisition 100%,Completed,80000,2018-11-21T00:00:00Z,2018-11-21T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1463,1941148883,OCEANFIRST FINANCIAL CORPORATION,CAPITAL BANK OF NEW JERSEY,Acquisition 100%,Completed,80000,2018-10-25T00:00:00Z,2019-01-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1464,1941113427,INGEVITY CORPORATION,PURIFICATION CELLUTIONS LLC,Acquisition increased from 70% to 100%,Completed Assumed,80000,2018-07-24T00:00:00Z,NA,NA,NA,70.00000,30.00000,NA,NA,0,NA,NA
1465,1941112277,"FIRST BANCSHARES INC., THE (MISSISSIPPI)",FMB BANKING CORPORATION,Acquisition 100%,Completed,80000,2018-07-24T00:00:00Z,2018-11-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1466,1941035721,ATERIAN INVESTMENT PARTNERS III LP,HAIN PURE PROTEIN CORPORATION,Institutional buy-out 100%,Completed Assumed,80000,2019-05-09T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1467,1941030810,DTT SURVEILLANCE HOLDINGS INC.,LP INNOVATIONS INC.,Acquisition 100%,Completed,80000,2018-01-09T00:00:00Z,2018-01-09T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1468,1909426379,NA,MARATHON OIL CORPORATION'S ASSETS IN GULF OF MEXICO AND COLORADO,Minority stake 10%,Completed Assumed,80000,2016-04-11T00:00:00Z,NA,NA,NA,Unknown %,10.00000,NA,NA,0,NA,NA
1469,1941130435,MCBC HOLDINGS INC.,CREST MARINE LLC,Acquisition 100%,Completed,80000,2018-09-10T00:00:00Z,2018-10-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1470,1941056707,SOTHERLY HOTELS LP,HYATT CENTRIC ARLINGTON,Acquisition 100%,Completed,79700,2018-03-05T00:00:00Z,2018-03-05T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1471,1941056736,SPIN MASTER CORPORATION,GUND INC.,Acquisition 100%,Completed Assumed,79100,2018-03-05T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1472,1941116684,INSIGHT ENTERPRISES INC.,CARDINAL SOLUTIONS GROUP LLC,Acquisition 100%,Completed Assumed,79000,2018-08-01T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1473,1943019392,CERBERUS CAPITAL MANAGEMENT LP,BLUESTONE HOLDINGS (AUSTRALIA) PTY LTD,Institutional buy-out 100%,Completed,78971.5578793479,2018-02-26T00:00:00Z,2018-04-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1474,1941027040,DALTON INVESTMENTS LLC,TEL AVIV STOCK EXCHANGE LTD,Acquisition 51.8%,Completed,78857.2108052741,2018-08-19T00:00:00Z,2018-08-26T00:00:00Z,NA,NA,Unknown %,51.80000,TASE,Tel Aviv Stock Exchange / OTC Bulletin Board,1,NA,NA
1475,1941144754,DS SERVICES OF AMERICA INC.,MOUNTAIN VALLEY SPRING COMPANY LLC,Acquisition 100%,Completed,78500,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1476,1941117710,KEPPEL CAPITAL SENIOR LIVING LLC,WATERMARK RETIREMENT COMMUNITIES LLC,Acquisition 50%,Completed,77288,2018-08-02T00:00:00Z,2020-03-03T00:00:00Z,NA,NA,0.00000,50.00000,NA,NA,1,NA,NA
1477,1941092787,KANSAS CITY LIFE INSURANCE COMPANY,GRANGE LIFE INSURANCE COMPANY,Acquisition 100%,Completed Assumed,77200,2018-06-04T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1478,1943037259,"SHANGHAI XIANFENG INVESTMENT MANAGEMENT CO., LTD",ELLIQUENCE LLC,Acquisition 100%,Completed,77152,2018-06-05T00:00:00Z,2018-08-21T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1479,1941193295,SPX CORPORATION,CARMANAH TECHNOLOGIES CORPORATION'S ASSETS,Acquisition 100%,Completed,77000,2018-12-12T00:00:00Z,2019-02-04T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1480,1907143205,LONGREACH OIL LTD,STARLOGIK IP LLC,Acquisition increased from 5% to 100%,Completed Assumed,76820.1832457416,2016-02-26T00:00:00Z,NA,NA,NA,5.00000,95.00000,NA,NA,0,NA,NA
1481,1941028517,PARK NATIONAL CORPORATION,NEWDOMINION BANK,Acquisition increased from 8.55% to 100%,Completed,76400,2018-01-23T00:00:00Z,2018-07-02T00:00:00Z,NA,NA,8.55000,91.45000,NA,NA,1,NA,NA
1482,1941120373,NA,NAKED BRAND GROUP INC.,Acquisition 55.314%,Completed Assumed,76200,2018-08-01T00:00:00Z,NA,NA,NA,Unknown %,55.31400,NAKD,OTC Pink Market,0,NA,NA
1483,1941086640,BUSINESS FIRST BANCSHARES INC.,MINDEN BANCORP INC.,Acquisition 100%,Completed,76100,2017-10-06T00:00:00Z,2018-01-03T00:00:00Z,NA,NA,0.00000,100.00000,MDNB,OTC Bulletin Board,1,NA,NA
1484,1941135649,PEAK RESORTS INC.,SNOW TIME INC.,Acquisition 100%,Completed Assumed,76000,2018-09-24T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1485,1941413312,TENZING ACQUISITION CORPORATION,REVIVA PHARMACEUTICALS INC.,Acquisition 100%,Completed,75000,2020-07-21T00:00:00Z,2020-12-14T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1486,1941155584,ADVANCED EMISSIONS SOLUTIONS INC.,ADA CARBON SOLUTIONS LLC,Acquisition 100%,Completed Assumed,75000,2018-11-15T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1487,1941125504,ARLINGTON CAPITAL PARTNERS LP,BLACK BOX CORPORATION'S GOVERNMENT SOLUTIONS DIVISION,Institutional buy-out 100%,Completed,75000,2018-08-27T00:00:00Z,2018-08-27T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1488,1941064691,KATHMANDU HOLDINGS LTD,OBOZ FOOTWEAR LLC,Acquisition 100%,Completed Assumed,75000,2018-03-20T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
1489,1941063564,"UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH, THE",MOUNT IDA COLLEGE'S NEWTON CAMPUS ASSETS,Acquisition 100%,Completed,75000,2018-04-09T00:00:00Z,2018-05-18T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
1490,1941031451,BUNGE MILLING INC.,MINSA CORPORATION,Acquisition 100%,Completed,75000,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
